gpsData.latitude,gpsData.longitude,presentTs
31.93941498,118.8807526,25544544.5
31.9414711,118.8635788,25544548.37
31.93897438,118.8518677,25544551.53
31.94534874,118.8485489,25544554.72
31.95137024,118.8414307,25544558.1
31.95568657,118.8392639,25544561.2
31.96215057,118.8380585,25544564.43
31.96354294,118.8533325,25544567.6
31.96716881,118.8600769,25544570.87
31.95891571,118.8739395,25544574.12
31.92468643,118.9091568,25544577.37
31.91913223,118.9139786,25544580.52
31.88935471,118.9391785,25544583.67
31.84692764,118.9703369,25544586.98
31.80152512,119.0027542,25544590.22
31.7495575,119.0243225,25544593.42
31.69334793,119.0498352,25544597.07
31.67386246,119.0646286,25544600.18
31.66736603,119.052475,25544603.28
31.65431023,119.0529785,25544606.47
31.63907623,119.0517502,25544609.57
31.63879967,119.0445251,25544612.65
31.63912201,119.0449142,25544615.75
31.63932228,119.0445633,25544619
31.63934326,119.0445557,25544640.3
31.63929749,119.0445786,25544650.13
31.63936806,119.0443344,25544653.25
31.63819504,119.0371552,25544656.38
31.639534,119.0339661,25544659.45
31.63941002,119.0340805,25544662.53
31.63925743,119.0341187,25544665.62
31.63927078,119.0341492,25544668.7
31.63990021,119.0337448,25544671.77
31.64066887,119.0332031,25544674.85
31.63954544,119.0339813,25544677.93
31.63937569,119.03405,25544681
31.63961029,119.0338287,25544684.07
31.63934326,119.0340652,25544687.15
31.63964462,119.0338364,25544690.22
31.63978577,119.0336914,25544693.3
31.63969231,119.033371,25544696.37
31.63908577,119.0337448,25544699.47
31.64243698,119.0329895,25544702.53
31.63904572,119.0337448,25544705.63
31.64056587,119.0333633,25544708.72
31.63947487,119.0334625,25544711.78
31.63932419,119.0336761,25544715.33
31.63899422,119.0356674,25544718.4
31.63798714,119.0473404,25544721.48
31.63023567,119.0475388,25544724.55
31.62945747,119.0383072,25544727.63
31.6318512,119.0376816,25544730.7
31.63176918,119.0375748,25544733.77
31.63194084,119.0378113,25544736.85
31.6317997,119.0371094,25544739.93
31.62863159,119.0317154,25544743.02
31.62787056,119.0319138,25544746.1
31.62774849,119.0318451,25544839.55
31.62932396,119.0375977,25544843
31.62991905,119.0475998,25544846.07
31.63872337,119.0473938,25544849.15
31.63963509,119.0447311,25544852.22
31.63962173,119.0446167,25544864.3
31.63966751,119.0432587,25544882.37
31.63921547,119.0360031,25544885.45
31.63930893,119.0335922,25544888.55
31.63908195,119.0331726,25544891.63
31.63925362,119.0333862,25544894.72
31.63923645,119.0335236,25544897.97
31.63929939,119.0331497,25544901.03
31.63915253,119.0329742,25544904.12
31.63917732,119.032959,25544907.18
31.63911247,119.0326996,25544910.27
31.63955688,119.0335541,25544913.35
31.63892174,119.0327148,25544916.43
31.63931847,119.0310516,25544919.5
31.63942337,119.0282135,25544922.58
31.63921165,119.0280457,25544925.65
31.63897705,119.02771,25544928.73
31.63950539,119.0280457,25544931.8
31.63911629,119.0279312,25544934.88
31.63893127,119.0273666,25544937.95
31.63942528,119.028038,25544941.03
31.6392498,119.0281219,25544944.23
31.63924789,119.028038,25544947.3
31.63918304,119.0280991,25544950.38
31.63928986,119.027832,25544953.47
31.63947105,119.0274963,25544956.57
31.63934135,119.0274811,25544959.65
31.63940239,119.0278397,25544962.73
31.63960838,119.0282669,25544965.82
31.63894272,119.0274963,25544968.88
31.63959694,119.0280228,25544971.97
31.63941574,119.0278244,25544975.03
31.63604927,119.0268173,25544978.22
31.62700844,119.0259781,25544981.32
31.6289463,119.0317001,25544984.42
31.62787437,119.0318375,25544987.52
31.62790108,119.0319138,25545108.05
31.62777138,119.0319214,25545228.18
31.62782288,119.0318527,25545348.82
31.62785339,119.0317917,25545429.88
31.62648582,119.0350876,25545432.98
31.62769318,119.0446091,25545436.07
31.63192177,119.0474777,25545439.17
31.63940239,119.047226,25545442.27
31.6393261,119.0453949,25545445.37
31.6394558,119.0452499,25545448.48
31.63927078,119.0367432,25545484.58
31.63898277,119.028183,25545487.68
31.63910866,119.0284653,25545490.8
31.63905716,119.0284195,25545493.92
31.63901901,119.0283737,25545497.03
31.63910103,119.0283279,25545500.37
31.63891602,119.0283813,25545503.45
31.63879204,119.0282593,25545506.55
31.63907242,119.0283356,25545509.63
31.63901901,119.0283432,25545512.9
31.63904572,119.0283737,25545516.1
31.63895416,119.0288544,25545519.22
31.63928032,119.0288467,25545522.42
31.63910484,119.0288086,25545525.5
31.63898849,119.0288239,25545528.65
31.63895988,119.0287857,25545531.75
31.64069366,119.0284805,25545535
31.63902855,119.0287552,25545538.12
31.63883781,119.0287628,25545541.28
31.63895607,119.028862,25545544.37
31.63903427,119.0287704,25545547.53
31.63895607,119.0287399,25545550.68
31.63889313,119.028801,25545553.85
31.63894844,119.0437012,25545557.58
31.64053535,119.0472031,25545560.67
31.63914108,119.0446243,25545563.75
31.63949776,119.0445404,25545566.82
31.63895988,119.0446548,25545572.9
31.63922882,119.0427704,25545600.05
31.63921547,119.0361328,25545603.3
31.63879776,119.028801,25545606.45
31.63982964,119.0283051,25545609.62
31.6392746,119.0285416,25545612.8
31.63918877,119.0283813,25545616.8
31.63954544,119.0287018,25545619.98
31.63905525,119.0283203,25545623.25
31.6395092,119.0287399,25545626.4
31.6388607,119.0291748,25545629.65
31.63894081,119.0292816,25545632.9
31.63890266,119.0291748,25545636.08
31.63907814,119.029129,25545639.2
31.63911819,119.029274,25545642.47
31.6389904,119.0297318,25545646.02
31.63832283,119.0294113,25545649.27
31.63902092,119.0295639,25545652.82
31.6385498,119.029686,25545656.07
31.63860512,119.0296631,25545659.52
31.63893127,119.0302048,25545662.7
31.63857269,119.029686,25545666.1
31.63892174,119.0293808,25545669.35
31.63898087,119.0297165,25545672.43
31.63858986,119.0300293,25545675.53
31.63876343,119.0299683,25545678.62
31.63899612,119.02948,25545681.72
31.63802528,119.0307083,25545684.83
31.63912392,119.0295639,25545687.93
31.63895607,119.0298615,25545691.02
31.63723946,119.036232,25545694.48
31.62994576,119.036026,25545698.23
31.62781525,119.0318146,25545705.63
31.62773514,119.0317841,25545708.95
31.62870026,119.0319901,25545829.12
31.62839127,119.0320129,25545946.32
31.62813759,119.0319366,25546066.4
31.62786293,119.0318146,25546096.78
31.62745857,119.0321121,25546099.93
31.63032722,119.0394135,25546103.08
31.63469696,119.0477066,25546106.4
31.63928604,119.0473251,25546109.95
31.63964081,119.0447922,25546113.03
31.63968086,119.0448303,25546116.12
31.63971901,119.0457458,25546140.23
31.63933182,119.0406265,25546143.33
31.63917351,119.033165,25546146.43
31.63910294,119.0299225,25546149.52
31.63897705,119.0299149,25546152.62
31.63908958,119.0299149,25546155.78
31.6391983,119.0299149,25546158.87
31.63902855,119.0298691,25546161.95
31.63899612,119.0298462,25546165.05
31.6389904,119.0298386,25546168.15
31.64007759,119.0296936,25546171.23
31.63928413,119.0305023,25546174.33
31.63957214,119.0306931,25546177.42
31.63914108,119.0303116,25546180.53
31.63918495,119.0303116,25546183.63
31.6392746,119.0302811,25546186.73
31.63913345,119.0304794,25546189.83
31.63916969,119.0304871,25546192.92
31.63864899,119.030159,25546196.02
31.63949203,119.0306168,25546199.1
31.63908577,119.0306015,25546202.2
31.63899422,119.0309525,25546205.3
31.63886642,119.0308685,25546208.38
31.63888168,119.0307083,25546212.12
31.63898659,119.0304413,25546215.22
31.63952446,119.0360947,25546218.32
31.64072418,119.0477371,25546221.42
31.6389904,119.0449753,25546224.5
31.6397438,119.0450821,25546227.6
31.64003754,119.0450592,25546245.68
31.63976479,119.0446701,25546248.78
31.63973999,119.0363541,25546255.23
31.63937759,119.0309906,25546258.33
31.63953781,119.0310669,25546261.43
31.6393795,119.0310364,25546264.62
31.63949394,119.0311584,25546267.7
31.63952065,119.0310669,25546270.8
31.63986015,119.0315628,25546273.88
31.63958168,119.031105,25546277.08
31.63953972,119.0309753,25546280.25
31.63929749,119.0308914,25546283.33
31.63941765,119.0311432,25546286.43
31.63984489,119.0316849,25546289.53
31.63946724,119.032959,25546292.65
31.64147186,119.038765,25546295.73
31.6391716,119.0372467,25546298.85
31.63843918,119.0369415,25546301.95
31.63888741,119.0350113,25546305.07
31.63896561,119.0369034,25546308.17
31.63912582,119.037117,25546311.25
31.63877487,119.0371933,25546314.35
31.63943863,119.0374985,25546317.45
31.63925171,119.0374756,25546320.53
31.63918877,119.0374756,25546323.63
31.63915253,119.0376968,25546326.72
31.63929939,119.0381851,25546330.68
31.63905907,119.0377502,25546333.85
31.63911247,119.0376816,25546336.93
31.63909912,119.0376663,25546340.08
31.63909531,119.040123,25546343.18
31.63941765,119.0441895,25546346.5
31.63962746,119.0445557,25546349.65
31.63929176,119.0441284,25546358.82
31.63938522,119.0429611,25546368.27
31.63845253,119.0357666,25546371.47
31.63915443,119.0387421,25546375.02
31.6389904,119.0386581,25546378.08
31.63884544,119.0387955,25546381.17
31.63905525,119.0389633,25546384.23
31.63897324,119.0390015,25546387.32
31.63908577,119.0391998,25546390.38
31.63902664,119.0392303,25546393.45
31.63896179,119.0394363,25546396.55
31.63913727,119.0395584,25546399.63
31.6390686,119.0394897,25546402.7
31.6390667,119.039505,25546406.53
31.63898277,119.039444,25546409.63
31.63900757,119.039032,25546412.73
31.63918304,119.0363617,25546415.83
31.63275719,119.0359344,25546418.93
31.62953949,119.034996,25546422.02
31.62954712,119.0350266,25546425.12
31.62949181,119.0314865,25546428.2
31.62783623,119.0318527,25546431.3
31.62791061,119.0318451,25546434.4
31.62771416,119.0320435,25546554.47
31.62788582,119.032074,25546674.55
31.62770271,119.0319824,25546794.65
31.62779427,119.0320435,25546869.75
31.62738228,119.0316849,25546872.83
31.62625122,119.041069,25546875.93
31.62752724,119.044754,25546879.03
31.63721466,119.0475006,25546882.18
31.63959694,119.0445938,25546885.27
31.63954735,119.0443115,25546889.03
31.63982964,119.0446625,25546892.18
31.63888741,119.0414276,25546913.33
31.63907242,119.0410614,25546916.43
31.63962173,119.0409775,25546919.52
31.63959885,119.0410004,25546922.62
31.63883018,119.0408096,25546925.7
31.63931847,119.0411835,25546928.8
31.63739395,119.0407639,25546931.88
31.63931084,119.0407715,25546934.98
31.63895988,119.0408401,25546938.1
31.63968086,119.0408096,25546941.2
31.63904762,119.0405884,25546944.3
31.63925362,119.0408936,25546947.38
31.63948059,119.0408783,25546950.48
31.63945007,119.0410004,25546953.58
31.63923073,119.0410767,25546956.67
31.63945007,119.0413666,25546959.77
31.64011383,119.0409927,25546962.85
31.63893509,119.0416412,25546965.95
31.63933563,119.0414124,25546969.07
31.63939095,119.0418167,25546972.17
31.63928223,119.0417633,25546975.25
31.63924217,119.0418549,25546978.37
31.6391716,119.041893,25546981.47
31.63911629,119.0422287,25546984.57
31.63936234,119.0417862,25546987.65
31.63937759,119.0420685,25546990.77
31.63916588,119.0421753,25546993.88
31.63922691,119.0422821,25546996.98
31.63886833,119.0474091,25547000.1
31.63950157,119.0448685,25547003.2
31.63956261,119.0448151,25547006.3
31.63970375,119.0447083,25547009.4
31.63962173,119.0446396,25547024.5
31.63942528,119.0451431,25547027.62
31.63918877,119.0429001,25547030.73
31.63939667,119.0426331,25547033.82
31.6391964,119.0424728,25547036.92
31.63934708,119.0426712,25547040
31.64023972,119.0429306,25547043.1
31.63888168,119.0423737,25547046.3
31.64027596,119.0429153,25547049.38
31.63845253,119.0424271,25547052.48
31.63877678,119.0423889,25547055.73
31.63895035,119.0423203,25547058.83
31.63973236,119.0427017,25547061.92
31.63836288,119.0422668,25547065.22
31.63825607,119.0426941,25547068.48
31.6389904,119.0433731,25547071.87
31.63975525,119.0447769,25547075.03
31.63871002,119.0428162,25547078.28
31.63838196,119.042923,25547081.52
31.63883591,119.043602,25547084.73
31.63848114,119.0429993,25547087.92
31.63850784,119.043251,25547091.38
31.63898659,119.0447845,25547094.85
31.63890266,119.0447845,25547097.93
31.6389122,119.0450439,25547110.4
31.63915825,119.0435867,25547113.7
31.63748741,119.0429688,25547116.85
31.63837624,119.0421829,25547120.02
31.63909912,119.0432358,25547123.33
31.63887978,119.0432663,25547126.63
31.63989449,119.0424805,25547129.88
31.63921928,119.0430679,25547133.35
31.63984871,119.0424042,25547136.6
31.63903427,119.0432053,25547139.92
31.63962746,119.0427933,25547143.17
31.63121414,119.0445404,25547146.7
31.62777138,119.0321503,25547150.02
31.62785721,119.0320053,25547153.4
31.62833977,119.031868,25547274.02
31.62785149,119.0319443,25547319.57
31.62802124,119.0321579,25547439.93
31.62778282,119.0318604,25547536.12
31.62775993,119.031929,25547539.2
31.62785912,119.0318069,25547542.4
31.6264286,119.0356979,25547545.5
31.62945938,119.0449982,25547548.67
31.63853073,119.0474091,25547551.75
31.63926888,119.0447922,25547554.87
31.63895416,119.0449448,25547557.97
31.63915062,119.0440369,25547582.05
31.64012146,119.043457,25547585.25
31.6393261,119.0433502,25547588.45
31.64023018,119.0436859,25547591.57
31.64032745,119.0439529,25547594.97
31.64012337,119.0439224,25547598.15
31.6395092,119.0437317,25547601.53
31.63995552,119.0440598,25547604.78
31.63975143,119.0439529,25547608.25
31.64062119,119.0445786,25547611.63
31.63970757,119.0438004,25547614.93
31.64042282,119.0443878,25547618.13
31.63941002,119.0426636,25547621.38
31.63960838,119.0435638,25547624.58
31.64045334,119.0441437,25547627.73
31.64188576,119.0464249,25547631
31.63976479,119.0444412,25547634.25
31.63962555,119.0437164,25547637.38
31.63923645,119.0440903,25547640.55
31.63939095,119.0440674,25547643.67
31.63903809,119.0437164,25547646.83
31.63917732,119.0460129,25547649.93
31.63843155,119.0438614,25547653.13
31.63883781,119.0444031,25547656.33
31.63833427,119.0438843,25547659.48
31.63926125,119.044426,25547690.03
31.63897324,119.0423889,25547693.1
31.63883591,119.0436249,25547696.17
31.63891411,119.0437775,25547699.25
31.63875198,119.0434189,25547702.33
31.63873482,119.0437775,25547705.43
31.63884354,119.0438538,25547708.52
31.63889122,119.0437546,25547711.6
31.63900185,119.0438538,25547714.68
31.63896179,119.0437012,25547717.77
31.63870239,119.0439377,25547720.87
31.63887405,119.0437622,25547723.95
31.63915062,119.0435867,25547727.05
31.63879776,119.0436935,25547730.13
31.63894844,119.0436325,25547733.23
31.63884926,119.0437698,25547736.33
31.63891411,119.0437317,25547739.42
31.63919449,119.0435562,25547742.52
31.63905334,119.0436096,25547745.6
31.63882065,119.0437393,25547748.7
31.63895798,119.0436096,25547751.8
31.63878632,119.0437317,25547754.88
31.63885498,119.0435944,25547757.98
31.63917351,119.0471878,25547761.07
31.63940811,119.0445938,25547764.17
31.63928413,119.0445938,25547767.27
31.63962746,119.0443573,25547788.35
31.64009666,119.0442429,25547791.52
31.63975716,119.0440979,25547794.6
31.63993263,119.0441284,25547797.72
31.63988304,119.0442276,25547800.82
31.6401825,119.0442352,25547803.92
31.63992882,119.044281,25547807
31.63979721,119.0441895,25547810.1
31.6399231,119.0442886,25547813.18
31.63892937,119.0437469,25547816.45
31.63995743,119.044754,25547819.53
31.64146805,119.0445786,25547822.63
31.64235687,119.0442505,25547825.78
31.63902283,119.0440979,25547829.25
31.63894272,119.0444412,25547832.45
31.63882065,119.0444183,25547835.6
31.63877296,119.0444565,25547838.98
31.63858414,119.0446854,25547842.07
31.63867188,119.044693,25547845.17
31.63887215,119.044632,25547848.25
31.63882256,119.0445328,25547851.42
31.63751221,119.047081,25547854.53
31.62970924,119.0468292,25547857.73
31.62954712,119.0378418,25547860.88
31.62780571,119.0317764,25547864.03
31.62789917,119.0316315,25547867.13
31.62781143,119.0318451,25547987.58
31.62784958,119.0317459,25548107.65
31.62796593,119.0320206,25548227.75
31.62765694,119.032074,25548305.85
31.62639809,119.0329971,25548309.62
31.62738228,119.0445633,25548312.7
31.62948036,119.0475006,25548315.78
31.63935661,119.044693,25548318.85
31.63960838,119.0446472,25548321.93
31.63933182,119.0445786,25548329.02
31.63940239,119.0447235,25548332.1
31.63934517,119.0446854,25548350.2
31.63887787,119.0445786,25548353.32
31.63891792,119.0446167,25548356.4
31.6389904,119.0446014,25548359.5
31.63894081,119.0446396,25548362.62
31.63898468,119.0446701,25548365.75
31.63895607,119.0446625,25548368.82
31.63898468,119.0446014,25548371.92
31.63900375,119.0446396,25548375
31.63889503,119.0446167,25548378.1
31.63901329,119.044632,25548381.17
31.63895226,119.0445862,25548384.25
31.63912582,119.0445023,25548387.32
31.63936806,119.0443573,25548390.42
31.63932228,119.0443954,25548393.57
31.6392746,119.0444031,25548396.67
31.63924408,119.0445251,25548399.73
31.63912773,119.0444412,25548402.82
31.63905907,119.0446167,25548405.9
31.6395359,119.0442505,25548409
31.63909912,119.0444489,25548412.07
31.638731,119.0447235,25548415.15
31.63909912,119.0445404,25548418.23
31.63875961,119.0446625,25548421.33
31.63981056,119.0443954,25548424.8
31.63962173,119.0445175,25548427.88
31.6394062,119.0445938,25548430.98
31.63931084,119.0448761,25548434.07
31.6386776,119.0452347,25548437.17
31.64197922,119.0466995,25548440.32
31.63953781,119.0444565,25548443.58
31.63974762,119.0452957,25548482.68
31.63908005,119.0452499,25548485.95
31.63943481,119.0456085,25548489.32
31.63871574,119.0463943,25548492.58
31.63876152,119.0462494,25548496.03
31.63893509,119.0450974,25548499.1
31.63911438,119.0453796,25548502.18
31.63929749,119.045578,25548505.25
31.63924217,119.0454254,25548508.33
31.63872528,119.0450745,25548511.4
31.6389637,119.0454025,25548514.5
31.63920593,119.0458298,25548517.58
31.63889694,119.0452271,25548520.68
31.63895988,119.0453033,25548523.78
31.63890076,119.0451584,25548526.87
31.63890266,119.0452881,25548529.97
31.63890076,119.0452957,25548533.05
31.63898659,119.0453186,25548536.15
31.63889885,119.0459442,25548539.25
31.63915062,119.0460205,25548542.33
31.63902664,119.0459595,25548545.43
31.63898659,119.0459137,25548548.52
31.63871765,119.0460281,25548551.62
31.63890266,119.0459366,25548554.72
31.63863373,119.0459518,25548557.8
31.63890648,119.04599,25548560.92
31.63405418,119.0467987,25548564.02
31.63413048,119.0373077,25548567.1
31.63248634,119.0375824,25548570.18
31.63206291,119.03862,25548573.3
31.63163376,119.0374832,25548576.42
31.63173294,119.0363083,25548591.52
31.62782097,119.0318756,25548594.62
31.62778091,119.0318375,25548597.7
31.62780762,119.0318832,25548717.78
31.62837029,119.0321426,25548768.87
31.62778664,119.0319061,25548889.6
31.62784576,119.0318222,25548976.68
31.62934875,119.038887,25548979.78
31.62994576,119.0476456,25548982.87
31.6388607,119.0473709,25548985.97
31.6400528,119.0443268,25548989.03
31.63893509,119.0460663,25549025.23
31.63898277,119.046051,25549028.4
31.63887024,119.0461273,25549031.48
31.63843918,119.0461502,25549034.65
31.63869095,119.0461121,25549037.73
31.63854218,119.0465469,25549040.83
31.63970757,119.0466232,25549043.98
31.63900185,119.0464706,25549047.08
31.63957787,119.0463638,25549050.17
31.64062691,119.0471191,25549053.33
31.64052963,119.0472946,25549056.42
31.64059067,119.0480957,25549059.62
31.63927269,119.0465927,25549063
31.63806915,119.0457535,25549066.1
31.63922119,119.0461349,25549069.17
31.6389904,119.0459518,25549072.25
31.63858795,119.0459976,25549075.35
31.63835335,119.0454712,25549078.45
31.63913727,119.0358124,25549081.55
31.62968254,119.035614,25549084.67
31.62801743,119.0317688,25549087.75
31.62803078,119.0318069,25549090.85
31.62773132,119.0317993,25549211.73
31.6275425,119.0318298,25549214.82
31.62779617,119.0320206,25549335.13
31.62758255,119.0307388,25549455.22
31.62824249,119.0320663,25549575.32
31.62765884,119.0316772,25549695.42
31.62813759,119.0318451,25549815.52
31.62822151,119.032074,25549935.6
31.62791634,119.0320282,25550055.68
31.62844849,119.0319901,25550175.77
31.62772751,119.0320206,25550295.85
31.62756729,119.0325165,25550416.03
31.6276226,119.0315323,25550536.12
31.62786674,119.0318527,25550575.57
31.62785339,119.0318375,25550651.55
31.6278019,119.0318604,25550772.08
31.62784004,119.0318298,25550892.15
31.6277523,119.0319748,25551012.78
31.6278286,119.0318527,25551133.5
31.62780762,119.0317764,25551253.58
31.62785339,119.0316086,25551271.67
31.62812614,119.0317535,25551391.77
31.62780952,119.0318069,25551512.52
31.6278801,119.0318069,25551632.6
31.62809944,119.0317917,25551752.77
31.62801933,119.0319061,25551812.95
31.6276474,119.0319138,25551816.58
31.62656975,119.0259705,25551819.67
31.63194275,119.0219955,25551822.73
31.63917542,119.0221329,25551825.82
31.63929939,119.012352,25551828.88
31.63936043,119.0111084,25551831.98
31.6393795,119.0110703,25551835.05
31.63940239,119.0109787,25551838.15
31.63931465,119.0112152,25551841.23
31.63935089,119.0112076,25551844.33
31.63905144,119.0085831,25551847.43
31.63912964,119.0047913,25551850.5
31.63917923,119.0047607,25551853.6
31.63880348,119.0060577,25551856.68
31.63804245,119.0065079,25551859.78
31.63806915,119.0064087,25551862.87
31.63769531,119.0066757,25551865.97
31.63780403,119.0065842,25551869.07
31.63800812,119.0067368,25551872.15
31.63874245,119.0068512,25551875.25
31.63875961,119.0070419,25551878.33
31.63875008,119.00811,25551881.43
31.63890076,119.0101242,25551884.53
31.63904572,119.0104904,25551887.62
31.63921928,119.0106506,25551890.72
31.63907242,119.0109253,25551893.8
31.63917351,119.0117188,25551896.9
31.63915253,119.011734,25551900
31.63803864,119.0119781,25551903.08
31.63894463,119.01754,25551906.25
31.64108086,119.0207748,25551909.33
31.64173698,119.0217819,25551912.45
31.63877296,119.0221405,25551915.62
31.64081192,119.0222015,25551918.8
31.64026451,119.0220947,25551921.97
31.6399498,119.0221405,25551925.07
31.64016151,119.0220337,25551928.13
31.63979721,119.0211105,25551931.23
31.63934135,119.0207062,25551934.42
31.64223099,119.0232162,25551937.68
31.6393795,119.0101318,25551940.77
31.6390667,119.0109406,25551943.87
31.63576508,119.0190353,25551947.83
31.62828827,119.0245132,25551951.03
31.62784576,119.0318527,25551954.58
31.62788773,119.0319366,25551957.65
31.62781715,119.0319595,25552078.28
31.6281395,119.0317917,25552091.55
31.62780571,119.0318451,25552212.08
31.62780952,119.0318604,25552332.17
31.62797928,119.0313187,25552452.33
31.6278038,119.0318451,25552572.95
31.62787437,119.0317764,25552693.03
31.62806892,119.0317078,25552813.58
31.62807465,119.0318222,25552934.53
31.62783241,119.0318832,25553055.07
31.62783241,119.0318527,25553125.65
31.62774849,119.0317993,25553246.38
31.62738991,119.031723,25553366.68
31.6277504,119.0318451,25553487.3
31.62778854,119.0318298,25553531.65
31.6279335,119.0317535,25553534.75
31.62784386,119.0319061,25553621.92
31.62779617,119.0318451,25553742.52
31.62775612,119.0317535,25553862.75
31.62781906,119.0318375,25553944.5
31.62698364,119.0317764,25554058.67
31.62780762,119.0317917,25554179.32
31.62755585,119.0318832,25554299.38
31.62756729,119.0322571,25554419.47
31.62812614,119.0318375,25554540
31.62784958,119.0319061,25554660.08
31.62786102,119.0318604,25554780.53
31.62781525,119.0318298,25554901.05
31.62782097,119.0318527,25554971.48
31.62780571,119.0318604,25555092
31.62781906,119.0318832,25555212.23
31.62781525,119.0318451,25555332.77
31.62782478,119.0318375,25555453.5
31.62780571,119.0318222,25555694.07
31.62781143,119.0318298,25555814.15
31.62787056,119.031868,25555934.5
31.62781715,119.0318604,25556055.05
31.62784195,119.0317764,25556175.33
31.62771416,119.0318527,25556295.78
31.62779808,119.0318451,25556412
31.62784958,119.0318069,25556415.08
31.62775612,119.0318527,25556535.38
31.62778473,119.0318375,25556656.1
31.62776566,119.0317307,25556776.18
31.62781143,119.0318527,25556896.92
31.62787437,119.0317917,25556953.97
31.62778664,119.0318375,25557074.6
31.62783623,119.0318604,25557195.13
31.62780952,119.0318909,25557279.95
31.62778473,119.0319366,25557310.28
31.62703705,119.0307846,25557430.9
31.62782097,119.031868,25557551.27
31.62776756,119.0318604,25557671.98
31.62780571,119.0318985,25557792.08
31.62774849,119.0318146,25557851.63
31.62779045,119.0318756,25557855.38
31.62790298,119.0318604,25557930.52
31.62786484,119.0318069,25558051.05
31.62776566,119.0318375,25558069.12
31.62774658,119.0318069,25558189.42
31.62782097,119.0318527,25558310.05
31.62781906,119.0317688,25558430.33
31.63206291,119.0339661,25558550.97
31.63291168,119.0339279,25558557.27
31.62791061,119.0317383,25558679.52
31.62783241,119.0317078,25558682.6
31.62782288,119.031868,25558803.05
31.62812996,119.0323181,25558923.35
31.62779045,119.0318146,25559044.08
31.62776756,119.0318375,25559047.15
31.62775421,119.0318069,25559050.22
31.62771034,119.0318222,25559053.3
31.6277771,119.0317841,25559056.37
31.62786102,119.0318909,25559059.45
31.62784767,119.031868,25559063.42
31.6277504,119.0318604,25559066.5
31.62778091,119.0318985,25559069.58
31.62775612,119.0318832,25559072.67
31.62784195,119.0318604,25559075.75
31.62778664,119.0318069,25559078.82
31.62774658,119.0317535,25559081.9
31.6277523,119.0319138,25559084.97
31.62794304,119.031929,25559088.05
31.62777519,119.0318832,25559091.12
31.62785339,119.0318069,25559094.18
31.6278019,119.0318527,25559220.78
31.62784767,119.0318146,25559341.42
31.62778473,119.0318527,25559461.63
31.62781143,119.0317688,25559582
31.62776756,119.0318451,25559702.55
31.62757492,119.0317307,25559822.78
31.62781715,119.0318222,25559943.5
31.62781906,119.0317001,25560018.57
31.6279068,119.0317917,25560021.67
31.62619972,119.0355682,25560024.75
31.62949753,119.0471344,25560028.5
31.63913345,119.04702,25560031.8
31.63998032,119.044754,25560035.12
31.64015007,119.0448532,25560038.43
31.64006805,119.044693,25560041.73
31.63889503,119.0342102,25560045.28
31.63989258,119.0243149,25560048.6
31.63949966,119.0179901,25560051.78
31.64007187,119.0176392,25560055.18
31.64033318,119.0176163,25560062.58
31.63948441,119.0175858,25560066.05
31.6393795,119.0180588,25560069.35
31.6391201,119.0177612,25560072.67
31.63930511,119.0179367,25560075.85
31.63935089,119.0177307,25560079.18
31.63920021,119.0177689,25560082.48
31.63921356,119.0177841,25560085.8
31.63938522,119.0177689,25560089.12
31.63934326,119.0180817,25560092.35
31.63941574,119.0185089,25560095.82
